Title,Author_Id,Year,Citation_Count
Synthesizing iterators from abstraction functions,6035,2012,4
Rubicon: bounded verification of web applications,6035,2012,16
Preventing Arithmetic Overflows in Alloy,6035,2012,4
Unifying execution of imperative and declarative code,6035,2011,22
A lightweight code analysis and its role in evaluation of a dependability case,6035,2011,5
Dependability Arguments with Trusted Bases,6035,2010,7
An Imperative Extension to Alloy,6035,2010,12
Patterns for building dependable systems with trusted bases,6035,2010,0
A Structure for Dependability Arguments,6035,2010,0
Separation of concerns for dependable software design,6035,2010,6
Equality and hashing for (almost) free: Generating implementations from abstraction functions,6035,2009,8
Hazards of Verification,6035,2009,1
Agile specifications,6035,2009,5
Finding Minimal Unsatisfiable Cores of Declarative Specifications,6035,2008,37
Bounded Verification of Voting Software,6035,2008,14
Formal Modeling and Analysis of a Flash Filesystem in Alloy,6035,2008,32
Kodkod: A Relational Model Finder,6035,2007,213
Lightweight extraction of syntactic specifications,6035,2006,9
Requirement Progression in Problem Frames Applied to a Proton Therapy System,6035,2006,8
The Distributed Annotation System for Integration of Biological Data,6035,2006,2
Idioms of Logical Modelling,6035,2006,1
Separating Concerns in Requirements Analysis: An Example,6035,2006,2
Symbolic model checking of declarative relational models,6035,2006,14
A dynamic analysis for revealing object ownership and sharing,6035,2006,10
Problem frame transformations: deriving specifications from requirements,6035,2006,10
Relational analysis of algebraic datatypes,6035,2005,11
Using dependency models to manage software architecture,6035,2005,3
An analysis and visualization for revealing object sharing,6035,2005,1
Dependable software: an oxymoron?,6035,2005,0
Sufficient Evidence: Building Certifiably Dependable Systems,6035,2005,0
Using dependency models to manage complex software architecture,6035,2005,84
Module Dependences in Software Design,6035,2004,2
A Case for Efficient Solution Enumeration,6035,2004,12
A type system for object models,6035,2004,12
Faster constraint solving with subtypes,6035,2004,3
Automating commutativity analysis at the design level,6035,2004,12
Software assurance by bounded exhaustive testing,6035,2004,36
Position: GDPR Compliance by Construction,1545,2019,0
Extracting and Optimizing Formally Verified Code for Systems Programming,1545,2019,0
Notary: a device for secure transaction approval,1545,2019,0
"Verifying concurrent, crash-safe systems with Perennial",1545,2019,4
Towards Multiverse Databases,1545,2019,0
Argosy: verifying layered storage systems with recovery refinement,1545,2019,1
Scaling a file system to many cores using an operation log,1545,2017,9
Verifying a high-performance crash-safe file system using a tree specification,1545,2017,13
Parallel computing and the OS,1545,2015,1
Hare: a file system for non-cache-coherent multicores,1545,2015,7
Using Crash Hoare logic for certifying the FSCQ file system,1545,2015,89
VerSum: Verifiable Computations over Large Public Logs,1545,2014,12
Towards optimization-safe systems: analyzing the impact of undefined behavior,1545,2013,63
The scalable commutativity rule: designing scalable software for multicore processors,1545,2013,59
Security bugs in embedded interpreters,1545,2013,5
RadixVM: scalable address spaces for multithreaded applications,1545,2013,39
Undefined behavior: what happened to my code?,1545,2012,29
Scalable address spaces using RCU balanced trees,1545,2012,59
CPHASH: a cache-partitioned hash table,1545,2012,33
Retroactive auditing,1545,2011,0
Linux kernel vulnerabilities: state-of-the-art defenses and open problems,1545,2011,43
Software fault isolation with API integrity and multi-principal modules,1545,2011,39
Improving application security with data flow assertions,1545,2009,67
Ksplice: automatic rebootless kernel updates,1545,2009,73
"Keynote II: Building Distributed, Wide-Area Applications with WheelFS",1545,2008,0
"Building Distributed, Wide-Area Applications with WheelFS",1545,2008,0
"Xoc, an extension-oriented compiler for systems programming",1545,2008,17
Information flow control for standard OS abstractions,1545,2007,136
Alpaca: extensible authorization for distributed services,1545,2007,9
A systems approach to teaching computer systems,1545,2006,1
UIA: a user information architecture for personal devices,1545,2005,0
Comparing the Performance of Distributed Hash Tables Under Churn,1545,2005,36
OverCite: A Cooperative Digital Research Library,1545,2005,14
Sybil-Resistant DHT Routing,1545,2005,42
Labels and event processes in the asbestos operating system,1545,2005,83
Vivaldi: a decentralized network coordinate system,1545,2004,503
Look Before You Sweep: Visibility-Aware Motion Planning,2150,2020,2
Online Replanning in Belief Space for Partially Observable Task and Motion Problems,2150,2020,0
Visual Prediction of Priors for Articulated Object Interaction,2150,2020,0
Combining Physical Simulators and Object-Based Networks for Control,2150,2019,3
"Omnipush: accurate, diverse, real-world dataset of pushing dynamics with RGB-D video",2150,2019,1
Differentiable Algorithm Networks for Composable Robot Learning,2150,2019,1
Learning Quickly to Plan Quickly Using Modular Meta-Learning,2150,2019,0
Finding Frequent Entities in Continuous Data,2150,2018,0
Generalizing Over Uncertain Dynamics for Online Trajectory Generation,2150,2018,2
Reliably Arranging Objects in Uncertain Domains,2150,2018,2
Active Model Learning and Diverse Action Sampling for Task and Motion Planning,2150,2018,5
Integrating Human-Provided Information into Belief State Representation Using Dynamic Factorization,2150,2018,1
Augmenting Physical Simulators with Stochastic Neural Networks: Case Study of Planar Pushing and Bouncing,2150,2018,13
Efficient Planning in Non-Gaussian Belief Spaces and Its Application to Robot Grasping,2150,2017,6
Pre-image Backchaining in Belief Space for Mobile Manipulation,2150,2017,1
Learning composable models of parameterized skills,2150,2017,3
Learning to guide task and motion planning using score-space representation,2150,2017,6
Focused model-learning and planning for non-Gaussian continuous state-action systems,2150,2017,0
Provably Safe Robot Navigation with Obstacle Uncertainty,2150,2017,1
Sample-Based Methods for Factored Task and Motion Planning,2150,2017,5
Implicit belief-space pre-images for hierarchical planning and execution,2150,2016,4
Data Association for Semantic World Modeling from Partial Views,2150,2016,1
Searching for physical objects in partially known environments,2150,2016,0
Planning for decentralized control of multiple robots under uncertainty,2150,2015,22
Hierarchical planning for multi-contact non-prehensile manipulation,2150,2015,0
Policy Search for Multi-Robot Coordination under Uncertainty,2150,2015,11
Backward-forward search for manipulation planning,2150,2015,19
FFRob: An Efficient Heuristic for Task and Motion Planning,2150,2015,20
Interactive Bayesian identification of kinematic mechanisms,2150,2014,10
A constraint-based method for solving sequential manipulation planning problems,2150,2014,45
Tracking the spin on a ping pong ball with the quaternion Bingham filter,2150,2014,18
Not seeing is also believing: Combining object and metric spatial information,2150,2014,6
Object placement as inverse motion planning,2150,2013,5
Optimization in the now: Dynamic peephole optimization for hierarchical planning,2150,2013,1
Manipulation-based active search for occluded objects,2150,2013,13
Foresight and reconsideration in hierarchical planning and execution,2150,2013,6
Manipulation with Multiple Action Types,2150,2013,9
A hierarchical approach to manipulation with diverse actions,2150,2013,18
Non-Gaussian belief space planning: Correctness and complexity,2150,2012,9
LQR-RRT*: Optimal sampling-based motion planning with automatically derived extension heuristics,2150,2012,65
"Unifying perception, estimation and action for mobile manipulation via belief space planning",2150,2012,19
Collision-free state estimation,2150,2012,5
Hierarchical task and motion planning in the now,2150,2011,134
Intelligent Interaction with the Real World,2150,2010,0
Class-specific grasping of 3D objects from a single 2D image,2150,2010,0
Task-Driven Tactile Exploration,2150,2010,30
Belief space planning assuming maximum likelihood observations,2150,2010,80
Collision Avoidance for Unmanned Aircraft using Markov Decision Processes*,2150,2010,49
Virtual Training for Multi-View Object Class Recognition,2150,2007,21
Predicting Partial Paths from Planning Problem Parameters,2150,2007,3
Grasping POMDPs,2150,2007,58
Allocation of Air Resources Against an Intelligent Adversary,2150,2007,0
Hedged learning: regret-minimization with learning experts,2150,2005,2
Mobilized ad-hoc networks: a reinforcement learning approach,2150,2004,20
Learning distributed control for modular robots,2150,2004,6
Representing hierarchical POMDPs as DBNs for multi-scale robot localization,2150,2004,24
A System for Interleaving Discussion and Summarization in Collaborative Document Writing,1500,2020,0
#Confused and beyond: detecting confusion in course forums using students&#39; hashtags,1500,2020,0
ScrAPIr: Making Web Data APIs Accessible to End Users,1500,2020,0
Dark Patterns after the GDPR: Scraping Consent Pop-ups and Demonstrating their Influence,1500,2020,7
Opportunities for Automating Email Processing: A Need-Finding Study,1500,2019,1
Squadbox: A Tool To Combat Online Harassment Using Friendsourced Moderation,1500,2018,2
A Structured Response to Misinformation: Defining and Annotating Credibility Indicators in News Articles,1500,2018,12
Classifying and visualizing students&#39; cognitive engagement in course readings,1500,2018,2
Extending a Reactive Expression Language with Data Update Actions for End-User Application Authoring,1500,2018,0
Post-literate Programming: Linking Discussion and Code in Software Development Teams,1500,2018,3
Squadbox: A Tool to Combat Email Harassment Using Friendsourced Moderation,1500,2018,11
Wikum: Bridging Discussion Forums and Wikis Using Recursive Summarization,1500,2017,23
Random Contractions and Sampling for Hypergraph and Hedge Connectivity,1500,2017,1
Faster (and Still Pretty Simple) Unbiased Estimators for Network (Un)reliability,1500,2017,0
Using Student Annotated Hashtags and Emojis to Collect Nuanced Affective States,1500,2017,8
Mavo: Creating Interactive Data-Driven Web Applications by Authoring HTML,1500,2016,4
A Fast and Simple Unbiased Estimator for Network (Un)reliability,1500,2016,5
Enumerating parametric global minimum cuts by random interleaving,1500,2016,1
Expressive Query Construction through Direct Manipulation of Nested Relational Results,1500,2016,7
Opportunities and Challenges Around a Tool for Social and Public Web Activity Tracking,1500,2016,6
Confer: A Conference Recommendation and Meetup Tool,1500,2016,6
Eyebrowse: Selective and Public Web Activity Sharing,1500,2016,0
BESDUI: A Benchmark for End-User Structured Data User Interfaces,1500,2016,2
"Mailing Lists: Why Are They Still Here, What&#39;s Wrong With Them, and How Can We Fix Them?",1500,2015,13
Kibitz: End-to-End Recommendation System Builder,1500,2015,0
Spreadsheet driven web applications,1500,2014,8
Improving online class forums by seeding discussions and managing section size,1500,2014,3
"End-users publishing structured information on the web: an observational study of what, why, and how",1500,2014,10
Efficient crowdsourcing for multi-class labeling,1500,2013,32
Cascading tree sheets and recombinant HTML: better encapsulation and retargeting of web content,1500,2013,0
Reject me: peer review and SIGCHI,1500,2012,1
Successful classroom deployment of a social document annotation system,1500,2012,27
Tie strength in question &amp; answer on social network sites,1500,2012,46
Crowds in two seconds: enabling realtime crowd-powered interfaces,1500,2011,104
Creating user interfaces that entice people to manage better information,1500,2011,2
Faster information dissemination in dynamic networks via network coding,1500,2011,28
Budget-optimal crowdsourcing using low-rank matrix approximations,1500,2011,48
Demonstration of Qurk: a query processor for humanoperators,1500,2011,14
Tweets as data: demonstration of TweeQL and Twitinfo,1500,2011,22
Finders/keepers: a longitudinal study of people managing information scraps in a micro-note tool,1500,2011,8
A spreadsheet-based user interface for managing plural relationships in structured data,1500,2011,10
Twitinfo: aggregating and visualizing microblogs for event exploration,1500,2011,255
Talking about Data: Sharing Richly Structured Information through Blogs and Wikis,1500,2010,3
Soylent: a word processor with a crowd inside,1500,2010,226
Atomate it! end-user context-sensitive automation using heterogeneous information sources on the web,1500,2010,15
Talking about data: sharing richly structured information through blogs and wikis,1500,2010,3
Eyebrowse: real-time web activity sharing and visualization,1500,2010,3
Enhancing directed content sharing on the web,1500,2010,13
Sync kit: a persistent client-side database caching toolkit for data intensive websites,1500,2010,13
Scaling all-pairs overlay routing,1500,2009,7
The web page as a WYSIWYG end-user customizable database-backed information management application,1500,2009,9
A nearly optimal oracle for avoiding failed vertices and edges,1500,2009,30
Note to self: examining personal information keeping in a lightweight note-taking tool,1500,2009,9
Sharing information in time-division duplexing channels: A network coding approach,1500,2009,5
A Near-Linear Time Algorithm for Constructing a Cactus Representation of Minimum Cuts,1500,2009,5
Global models of document structure using latent permutations,1500,2009,10
Understanding code architectures via interactive exploration and layout of layered diagrams,1500,2008,0
Understanding code architectures via interactive exploration and layout of layered diagrams,1500,2008,1
Efficient Algorithms for Fixed-Precision Instances of Bin Packing and Euclidean TSP,1500,2008,1
Improved approximations for multiprocessor scheduling under uncertainty,1500,2008,3
Inky: a sloppy command line for the web with rich visual feedback,1500,2008,6
U-REST: an unsupervised record extraction system,1500,2007,7
Gui --- phooey!: the case for text input,1500,2007,3
Potluck: Semi-ontology Alignment for Casual Users,1500,2007,4
Potluck: Data Mash-Up Tool for Casual Users,1500,2007,12
Exhibit: lightweight structured data publishing,1500,2007,70
Management of personal information scraps,1500,2007,8
Fresnel: A Browser-Independent Presentation Vocabulary for RDF,1500,2006,59
Enabling web browsers to augment web sites&#39; filtering and sorting functionalities,1500,2006,15
Low-Complexity Localized Walsh Decoding For CDMA Systems,1500,2006,0
The complexity of matrix completion,1500,2006,22
DDoS defense by offense,1500,2006,48
Less is more: probabilistic models for retrieving fewer relevant documents,1500,2006,115
On the Expected VCG Overpayment in Large Networks,1500,2006,5
Relo: Helping Users Manage Context during Interactive Exploratory Visualization of Large Codebases,1500,2006,13
Network coding for wireless applications,1500,2005,1
Arpeggio: Metadata Searching and Content Sharing with Chord,1500,2005,4
OverCite: A Cooperative Digital Research Library,1500,2005,14
Piggy Bank: Experience the Semantic Web Inside Your Web Browser,1500,2005,67
Subjective-Cost Policy Routing,1500,2005,3
Simple Efficient Load Balancing Algorithms for Peer-to-Peer Systems,1500,2005,16
Diminished Chord: A Protocol for Heterogeneous Subgroup Formation in Peer-to-Peer Networks,1500,2005,17
Incremental exploratory visualization of relationships in large codebases for program comprehension,1500,2005,0
Relo: helping users manage context during interactive exploratory visualization of large codebases,1500,2005,7
Thresher: automating the unwrapping of semantic content from the World Wide Web,1500,2005,63
First-price path auctions,1500,2005,20
Magnet: supporting navigation in semistructured data environments,1500,2005,19
Incremental exploratory visualization of relationships in large codebases for program comprehension,1500,2005,0
Brief announcement: on the expected overpayment of VCG mechanisms in large networks,1500,2005,2
Byzantine modification detection in multicast networks using randomized network coding,1500,2004,95
What Would It Mean to Blog on the Semantic Web?,1500,2004,20
Simple efficient load balancing algorithms for peer-to-peer systems,1500,2004,165
Using urls and table layout for web classification tasks,1500,2004,33
"Collections: flexible, essential tools for information management",1500,2004,4
"Haystack: a user interface for creating, browsing, and organizing arbitrary semistructured information",1500,2004,7
The perfect search engine is not enough: a study of orienteering behavior in directed search,1500,2004,155
In-Home Daily-Life Captioning Using Radio Signals,1490,2020,0
Learning Longterm Representations for Person Re-Identification Using Radio Signals,1490,2020,2
Making the Invisible Visible: Action Recognition Through Walls and Occlusions,1490,2019,4
Liquid Testing with Your Smartphone,1490,2019,1
Enabling Identification and Behavioral Sensing in Homes using Radio Reflections,1490,2019,5
Through-Wall Human Mesh Recovery Using Radio Signals,1490,2019,5
Through-Wall Human Pose Estimation Using Radio Signals,1490,2018,79
Fast millimeter wave beam alignment,1490,2018,40
RF-based 3D skeletons,1490,2018,40
In-body backscatter communication and localization,1490,2018,30
Extracting Gait Velocity and Stride Length from Surrounding Radio Signals,1490,2017,21
Real-time Distributed MIMO Systems,1490,2016,27
Emotion recognition using wireless signals,1490,2016,102
Poster: A millimeter wave software defined radio platform with phased arrays,1490,2016,17
Cutting the Cord in Virtual Reality,1490,2016,28
Adaptive Communication in Multi-robot Systems Using Directionality of Signal Strength,1490,2016,0
Eliminating Channel Feedback in Next-Generation Cellular Networks,1490,2016,45
Millimeter Wave Communications: From Point-to-Point Links to Agile Network Connections,1490,2016,41
Poster: Wireless Power Hotspot that Charges All of Your Devices,1490,2015,0
Wireless Power Hotspot that Charges All of Your Devices,1490,2015,36
Sub-Nanosecond Time of Flight on Commercial Wi-Fi Cards,1490,2015,10
A Real-time 802.11 Compatible Distributed MIMO System,1490,2015,0
Caraoke: An E-Toll Transponder Network for Smart Cities,1490,2015,29
Smart Homes that Monitor Breathing and Heart Rate,1490,2015,226
AirShare: Distributed coherent transmission made seamless,1490,2015,20
Guaranteeing Spoof-Resilient Multi-Robot Networks,1490,2015,4
Demo: real-time breath monitoring using wireless signals,1490,2014,7
Poster: clock synchronization for distributed wireless protocols at the physical layer,1490,2014,1
LTE radio analytics made easy and accessible,1490,2014,0
Tackling societal grand challenges using mobile computing,1490,2014,0
Accurate indoor localization with zero start-up cost,1490,2014,143
Magnetic MIMO: how to charge your phone in your pocket,1490,2014,83
RF-IDraw: virtual touch screen in the air using RF signals,1490,2014,150
LTE radio analytics made easy and accessible,1490,2014,27
Tracking people and monitoring their vital signs using body radio reflections,1490,2014,2
D-BigBand: sensing GHZ-wide non-sparse spectrum on commodity radios,1490,2014,1
RF-IDraw: virtual touch screen in the air using RF signals,1490,2014,5
High-throughput implementation of a million-point sparse Fourier Transform,1490,2014,12
GHz-wide sensing and decoding using the sparse Fourier transform,1490,2014,48
27.4 A 0.75-million-point fourier-transform chip for frequency-sparse signals,1490,2014,12
RF-compass: robot object manipulation using RFIDs,1490,2013,60
Bringing cross-layer MIMO to today&#39;s wireless LANs,1490,2013,38
"Dude, where&#39;s my card?: RFID positioning that works with multipath and non-line of sight",1490,2013,121
Sample-optimal average-case sparse Fourier Transform in two dimensions,1490,2013,35
Shift Finding in Sub-linear Time,1490,2013,6
See through walls with WiFi!,1490,2013,187
Interference alignment by motion,1490,2013,20
Simple and Practical Algorithm for Sparse Fourier Transform,1490,2012,133
Nearly optimal sparse fourier transform,1490,2012,110
Efficient and reliable low-power backscatter networks,1490,2012,109
JMB: scaling wireless capacity with user demands,1490,2012,74
Faster GPS via the sparse fourier transform,1490,2012,50
Rate adaptation for 802.11 multiuser mimo networks,1490,2012,51
CarSpeak: a content-centric network for autonomous driving,1490,2012,19
A cloud-assisted design for autonomous driving,1490,2012,35
Random access heterogeneous MIMO networks,1490,2011,67
Clearing the RF smog: making 802.11n robust to cross-technology interference,1490,2011,76
They can hear your heartbeats: non-invasive security for implantable medical devices,1490,2011,98
Performance regimes of uncoded linear communications over AWGN channels,1490,2011,10
Physical layer wireless security made fast and channel independent,1490,2011,77
A cross-layer design for scalable mobile video,1490,2011,136
SourceSync: a distributed wireless architecture for exploiting sender diversity,1490,2010,72
SoftCast: clean-slate scalable wireless video,1490,2010,8
PixNet: interference-free wireless links using LCD-camera pairs,1490,2010,87
PixNet: LCD-camera pairs as communication links,1490,2010,8
SoftCast: one-size-fits-all wireless video,1490,2010,28
SoftCast: Clean-slate scalable wireless video,1490,2010,6
Frequency-aware rate adaptation and MAC protocols,1490,2009,96
Interference alignment and cancellation,1490,2009,142
What&#39;s going on?: learning communication rules in edge networks,1490,2008,31
Learning to share: narrowband-friendly wideband networks,1490,2008,46
Symbol-level network coding for wireless mesh networks,1490,2008,125
Zigzag decoding: combating hidden terminals in wireless networks,1490,2008,276
&quot;Real&quot; and &quot;Complex&quot; Network Codes: Promises and Challenges,1490,2008,12
ZipTx: exploiting the gap between bit errors and packet loss,1490,2008,58
Wireless Network Coding: Opportunities &amp; Challenges,1490,2007,94
Beyond the bits: cooperative packet recovery using physical layer information,1490,2007,63
Embracing wireless interference: analog network coding,1490,2007,733
Trading structure for randomness in wireless opportunistic routing,1490,2007,360
Joint Relaying and Network Coding in Wireless Networks,1490,2007,92
Resilient network coding in the presence of Byzantine adversaries,1490,2007,172
On Practical Network Coding for Wireless Environments,1490,2006,14
XORs in the air: practical wireless network coding,1490,2006,408
Collaborating against common enemies,1490,2005,35
Sending more for less bandwidth and power: a systems approach to network coding,1490,2005,0
Shrink: a tool for failure diagnosis in IP networks,1490,2005,87
Walking the tightrope: responsive yet stable traffic engineering,1490,2005,115
An in-band easy-to-deploy mechanism for network-to-transport signaling,1490,2004,1
MultiQ: automated detection of multiple bottleneck capacities along a path,1490,2004,33
Abstract A47: scRNA-seq reveals functionally distinct gd T cells in human colorectal tumors,1950,2020,0
Abstract 3013: Acquired resistance to immune checkpoint inhibition by melanoma phenotypic transformation,1950,2019,0
Abstract 4533: Plasma and exosome proteomic profiling for prediction of immunotherapy response and toxicity,1950,2019,0
Abstract 948: Epigenomic correlates of checkpoint blockade immunotherapy resistance,1950,2019,1
Abstract 3013: Acquired resistance to immune checkpoint inhibition by melanoma phenotypic transformation,1950,2019,0
Abstract 4533: Plasma and exosome proteomic profiling for prediction of immunotherapy response and toxicity,1950,2019,0
Abstract 948: Epigenomic correlates of checkpoint blockade immunotherapy resistance,1950,2019,0
Abstract A35: BRAF inhibition increases exosomal PD-L1 protein expression in melanoma,1950,2018,1
Abstract B25: Exosomal transcriptomic signatures tracks and predicts response to checkpoint blockade immunotherapy,1950,2018,0
Abstract B20: Discovery of combination therapies in a pan-cancer context through functional complementarity and convergence analysis of oncogenic drivers,1950,2017,0
"Reconciliation Revisited: Handling Multiple Optima When Reconciling with Duplication, Transfer, and Loss",1950,2013,3
EPIGENOMICS,1950,2012,0
Discovery and Characterization of Chromatin States for Systematic Annotation of the Human Genome,1950,2011,1
Network Motif Discovery Using Subgraph Enumeration and Symmetry-Breaking,1950,2007,98
Plug-and-Play Compliant Control forInverter-Based Microgrids,5785,2020,0
A Workflow for Non-linear Load Parameter Estimation Using a Power-Hardware-in-the-Loop Experimental Testbed,5785,2020,0
Self Synchronizing Controller for a Multifunctional Single Phase AC-DC-AC Converter,5785,2020,0
Coalitional Interval Game Based Local Power Exchange Algorithm for Networked Microgrids,5785,2019,0
A Low Cost Electrolytic Capacitor-less Induction Motor Drive Based on a Novel Open Loop Model Predictive Control Strategy,5785,2019,0
Novel Boost Inverter Configuration and 3-Ï Induction Motor Drive for Home Appliances,5785,2019,0
An Enhanced Time-Domain Simulator of Transient Stability in Power Systems,5785,2019,0
A Timing Comparison of Different FPGA-Accelerated Load Flow Solvers,5785,2019,0
Finite Element Simulation based method for Design and Optimization of Flux Switching Motor for EV/HEV Traction Application,5785,2019,0
Cycling Results of Mechanically Damaged Li-Ion Batteries,5785,2019,1
A Novel Three-Phase Induction Motor Drive for Domestic Fan Application with Improved Reliability,5785,2018,2
Towards Plug-and-Play Microgrids,5785,2018,3
High-Fidelity Model Order Reduction for Microgrids Stability Assessment,5785,2018,1
A Non-Cooperative Game Theory Based Controller Tuning Method for Microgrid DC-DC Converters,5785,2018,2
A Novel 8/10 Two-Phase Switched Reluctance Motor with Enhanced Performance,5785,2018,1
Unstable Equilibrium Points in Standalone Synchronous Generator,5785,2018,0
A framework for development of universal rules for microgrids stability and control,5785,2017,10
Systematic design of virtual component method for inverter-based microgrids,5785,2017,2
"Optimization of surface-mount permanent magnet synchronous machines for low duty-cycle, high-torque applications",5785,2017,4
Small-signal stability verification issues for transmission systems with distributed renewables,5785,2016,0
Non-invasive winding fault detection for induction machines based on stray flux magnetic sensors,5785,2016,0
Enhanced critical clearing time estimation and fault recovery strategy for an inverter-based microgrid with IM load,5785,2016,2
Cogging torque reduction in permanent-magnet synchronous machines with skew,5785,2016,1
Flyback micro-inverter with reactive power support capability,5785,2016,2
Inertial and frequency response of microgrids with induction motors,5785,2016,2
Certifying microgrid stability under large-signal intermittency,5785,2016,0
Model identification of dynamic microgrids and controller optimization with high fidelity hardware-in-the-loop platform,5785,2016,4
Performance comparison of transfer switch topologies in switched-doubly-fed machine drives,5785,2016,0
Transient performance comparison of switched doubly-fed machine propulsion drives,5785,2015,3
Robust small signal stability for microgrids under uncertainty,5785,2015,8
Motors for Ship Propulsion,5785,2015,22
A comparison of switched doubly-fed machine drive topologies for high power applications,5785,2015,3
Seamless grid interaction for a switched doubly-fed machine propulsion drive,5785,2015,3
Current distortion around grid zero-volt crossing and open-loop power factor in flyback AC module with a pseudo-DC link,5785,2015,1
A powertrain loss model for the flyback AC module with pseudo-dc link in continuous conduction mode,5785,2015,0
Switched doubly-fed machine propulsion drive,5785,2014,1
A modified control topology to improve stability margins in micro-grids with droop controlled IBDG,5785,2014,2
Variable speed heat pump design for frequency regulation through direct load control,5785,2014,6
Effect of inverter-based DG penetration and control in hybrid microgrid dynamics and stability,5785,2014,4
An improved Empirical Mode Decomposition method for monitoring electromechanical oscillations,5785,2014,3
Effect of DG and induction motor load power rating on Microgrid transient behavior,5785,2014,5
Improving transformer&#39;s utilization under customer reliability requirements,5785,2013,0
Factors influencing voltage profiles of distributed-generation-integrated feeders,5785,2013,0
Analysis of a building power system with a rooftop PV array and phevs as an aggregator,5785,2013,0
Power converter sizing considerations for a doubly-fed machine propulsion drive,5785,2013,1
A method to visualize interaction of distributed generation and feeders&#39; voltage profiles,5785,2013,1
Optimization of a z-source DC circuit breaker,5785,2013,17
Design of DC system protection,5785,2013,25
Control architecture for a Doubly-fed Induction Machine propulsion drive,5785,2013,3
Emergency reconfiguration and distribution system planning under the Single-Contingency Policy,5785,2012,6
Fine grain commutation: Integrated design of permanent-magnet synchronous machine drives with highest torque density,5785,2012,3
Interline photovoltaic (I-PV) power plants for voltage unbalance compensation,5785,2012,2
Photovoltaic power plant as FACTS devices in multi-feeder systems,5785,2011,6
Interline Photovoltaic (I-PV) power system â A novel concept of power flow control and management,5785,2011,8
A new wholesale bidding mechanism for enhanced demand response in smart grids,5785,2010,43
Fault detection and diagnostics for non-intrusive monitoring using motor harmonics,5785,2010,12
Analysis of Electromechanical Interactions in a Flywheel System with a Doubly Fed Induction Machine,5785,2010,1
Energy storage for use in load frequency control,5785,2010,9
Optimization of Time-Based Rates in forward energy markets,5785,2010,3
Multi-objective capacity planning of a PV-wind-diesel-battery hybrid power system,5785,2010,17
The Case for Induction Motors with Die-cast Copper Rotors for High Efficiency Traction Motors,5785,2009,5
Micro-grid operation of inverter based distributed generation with voltage and frequency dependent loads,5785,2009,13
Micro-grid operation of inverter based distributed generation with voltage and frequency dependent loads,5785,2009,1
A simple technique for islanding detection with negligible non-detection zone,5785,2009,5
Pitfalls of modeling wind power using Markov chains,5785,2009,31
Stochastic modeling of integrated power system coupled to hydrodynamics in the all-electric ship,5785,2008,5
Islanding operation of inverter based Distributed Generation with static load models,5785,2008,11
Induction motor stray losses and inter-bar currents,5785,2008,2
Improving Induction Motor Efficiency with Die-cast Copper Rotor Cages,5785,2007,28
Die-cast copper rotors as strategy for improving induction motor efficiency,5785,2007,8
Design and analysis of a permanent magnet generator for naval applications,5785,2005,19
Enabling Atmospheric Operation of Nanoscale Vacuum Channel Transistors,1280,2020,1
Preparation and characteristics of Co nanoporous magnetic materials synthesized by a template-free method,1280,2020,0
High On-Current 2D nFET of 390 Î¼A/Î¼m at VDS = 1V using Monolayer CVD MoS2 without Intentional Doping,1280,2020,0
Giant enhancement of high-harmonic generation in graphene-metal heterostructures,1280,2020,0
Reversible dielectric breakdown in h-BN stacks: a statistical study of the switching voltages,1280,2020,0
Two-dimensional MoS2-enabled flexible rectenna for wireless energy harvesting in the Wi-Fi band (Conference Presentation),1280,2019,1
A Numerical Model for Production Performance of MFHW in Low Viscosity Tight Oil Reservoirs,1280,2019,0
Reversible Switching of Optical Phase Change Materials Using Graphene Microheaters,1280,2019,0
Uniformity of Multilayer Hexagonal Boron Nitride Dielectric Stacks Grown by Chemical Vapor Deposition on Platinum and Copper Substrates,1280,2018,0
ELECTRON AND ION TRANSPORT WITHIN THE HEAT GENERATION OF GRAPHENE-BASED SUPERCAPACITORS,1280,2018,0
Observation of Bloch-Siegert Shift in an Atomically Thin Crystal,1280,2018,1
MoS 2 Phase-junction-based Schottky Diodes for RF Electronics,1280,2018,3
Observation of exciton redshift-blueshift crossover in monolayer WS2 (Conference Presentation),1280,2018,0
Chalcogenide glass-on-2D-materials photonics (Conference Presentation),1280,2018,0
Reducing UV induced degradation losses of solar modules with c-Si solar cells featuring dielectric passivation layers,1280,2017,1
Chemical vapor deposition of high-quality monolayer transition metal disulfides,1280,2017,0
Self-Aligned Local Electrolyte Gating of 2D Materials for Mid-Infrared Photodetection,1280,2017,0
Chalcogenide Glass-on-Graphene Photonics,1280,2017,0
Serially connected monolayer MoS 2 FETs with channel patterned by a 7.5 nm resolution directed self-assembly lithography,1280,2016,2
Optical Stark effect in 2D semiconductors,1280,2016,2
"High-yield large area MoS 2 technology: Material, device and circuits co-optimization",1280,2016,3
Improvement of minority-carrier lifetime in tin monosulfide via substrate engineering,1280,2016,0
MoS 2 FET fabrication and modeling for large-scale flexible electronics,1280,2015,0
Nanostructured Conductive SnOx (x&lt;2) for High Efficiency Light Trapping in Thin film and 2D Material Photonic Devices,1280,2015,0
15-nm channel length MoS 2 FETs with single- and double-gate structures,1280,2015,10
Tunneling nanoelectromechanical switches,1280,2015,0
Enhancement-mode single-layer CVD MoS2 FET technology for digital electronics,1280,2015,13
Mid-infrared graphene detectors with antenna-enhanced light absorption and photo-carrier collection,1280,2014,0
