,Id,Name,PersonId,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount,TotalPatentCount,Gender,Accuracy_Gender,Total_Samples_Gender,Matched,LastName,FirstName,Collaborations,Department_MITCollab
4850,3420,"BUSH, JOHN W. M",15460,Mathematics,Professor,120,4,7,0,5,3832,2,0,male,78,1275,0,,,3420|,Electrical Engineering and Computer Sciences
4851,3420,"BUSH, JOHN W. M",15460,Mathematics,Professor,120,4,7,0,5,3832,2,0,male,78,1275,0,,,3420|,Health Sciences and Technology
4852,3420,"BUSH, JOHN W. M",15460,Mathematics,Professor,120,4,7,0,5,3832,2,0,male,78,1275,0,,,3420|,Management
4853,3420,"BUSH, JOHN W. M",15460,Mathematics,Professor,120,4,7,0,5,3832,2,0,male,78,1275,0,,,3420|,Mechanical Engineering
4854,3420,"BUSH, JOHN W. M",15460,Mathematics,Professor,120,4,7,0,5,3832,2,0,male,78,1275,0,,,3370|9620|3095|3095|3370|,Mathematics
4855,3420,"BUSH, JOHN W. M",15460,Mathematics,Professor,120,4,7,0,5,3832,2,0,male,78,1275,0,,,3420|,Physics
4856,19335,"BUNTEN, DEVIN MICHELLE",825082,Urban Studies and Planning,Assistant,4,0,0,0,0,26,2,0,male,100,13,0,,,19335|,Electrical Engineering and Computer Sciences
4857,19335,"BUNTEN, DEVIN MICHELLE",825082,Urban Studies and Planning,Assistant,4,0,0,0,0,26,2,0,male,100,13,0,,,19335|,Health Sciences and Technology
4858,19335,"BUNTEN, DEVIN MICHELLE",825082,Urban Studies and Planning,Assistant,4,0,0,0,0,26,2,0,male,100,13,0,,,19335|,Management
4859,19335,"BUNTEN, DEVIN MICHELLE",825082,Urban Studies and Planning,Assistant,4,0,0,0,0,26,2,0,male,100,13,0,,,19335|,Mechanical Engineering
4860,19335,"BUNTEN, DEVIN MICHELLE",825082,Urban Studies and Planning,Assistant,4,0,0,0,0,26,2,0,male,100,13,0,,,19335|,Physics
4861,19335,"BUNTEN, DEVIN MICHELLE",825082,Urban Studies and Planning,Assistant,4,0,0,0,0,26,2,0,male,100,13,0,,,19335|,Urban Studies and Planning
4862,19535,"BURT, JENNIFER A",836129,,,47,4,0,0,0,895,0,0,male,98,139211,0,,,19535|,Electrical Engineering and Computer Sciences
4863,19535,"BURT, JENNIFER A",836129,,,47,4,0,0,0,895,0,0,male,98,139211,0,,,19535|,Health Sciences and Technology
4864,19535,"BURT, JENNIFER A",836129,,,47,4,0,0,0,895,0,0,male,98,139211,0,,,19535|,Management
4865,19535,"BURT, JENNIFER A",836129,,,47,4,0,0,0,895,0,0,male,98,139211,0,,,19535|,Mechanical Engineering
4866,19535,"BURT, JENNIFER A",836129,,,47,4,0,0,0,895,0,0,male,98,139211,0,,,19535|,Physics
4867,18535,"BURGHOFF, DAVID PATRICK",836125,,,26,19,0,0,3,567,0,2,male,66,2534,0,,,18535|,Electrical Engineering and Computer Sciences
4868,18535,"BURGHOFF, DAVID PATRICK",836125,,,26,19,0,0,3,567,0,2,male,66,2534,0,,,18535|,Health Sciences and Technology
4869,18535,"BURGHOFF, DAVID PATRICK",836125,,,26,19,0,0,3,567,0,2,male,66,2534,0,,,18535|,Management
4870,18535,"BURGHOFF, DAVID PATRICK",836125,,,26,19,0,0,3,567,0,2,male,66,2534,0,,,18535|,Mechanical Engineering
4871,18535,"BURGHOFF, DAVID PATRICK",836125,,,26,19,0,0,3,567,0,2,male,66,2534,0,,,18535|,Physics
4872,15925,"BUSTOS, FERNANDO JOSE",836132,,,14,1,0,0,0,227,0,0,female,53,113,0,,,15925|,Electrical Engineering and Computer Sciences
4873,15925,"BUSTOS, FERNANDO JOSE",836132,,,14,1,0,0,0,227,0,0,female,53,113,0,,,15925|,Health Sciences and Technology
4874,15925,"BUSTOS, FERNANDO JOSE",836132,,,14,1,0,0,0,227,0,0,female,53,113,0,,,15925|,Management
4875,15925,"BUSTOS, FERNANDO JOSE",836132,,,14,1,0,0,0,227,0,0,female,53,113,0,,,15925|,Mechanical Engineering
4876,15925,"BUSTOS, FERNANDO JOSE",836132,,,14,1,0,0,0,227,0,0,female,53,113,0,,,15925|,Physics
4877,19915,"BURGER, MEGAN L",836124,,,4,1,0,0,0,65,0,0,female,0,0,0,,,19915|,Electrical Engineering and Computer Sciences
4878,19915,"BURGER, MEGAN L",836124,,,4,1,0,0,0,65,0,0,female,0,0,0,,,19915|,Health Sciences and Technology
4879,19915,"BURGER, MEGAN L",836124,,,4,1,0,0,0,65,0,0,female,0,0,0,,,19915|,Management
4880,19915,"BURGER, MEGAN L",836124,,,4,1,0,0,0,65,0,0,female,0,0,0,,,19915|,Mechanical Engineering
4881,19915,"BURGER, MEGAN L",836124,,,4,1,0,0,0,65,0,0,female,0,0,0,,,19915|,Physics
4882,19910,"BUKHARI, SYED QASIM",836122,,,2,1,0,0,0,20,0,0,male,99,257742,0,,,19910|,Electrical Engineering and Computer Sciences
4883,19910,"BUKHARI, SYED QASIM",836122,,,2,1,0,0,0,20,0,0,male,99,257742,0,,,19910|,Health Sciences and Technology
4884,19910,"BUKHARI, SYED QASIM",836122,,,2,1,0,0,0,20,0,0,male,99,257742,0,,,19910|,Management
4885,19910,"BUKHARI, SYED QASIM",836122,,,2,1,0,0,0,20,0,0,male,99,257742,0,,,19910|,Mechanical Engineering
4886,19910,"BUKHARI, SYED QASIM",836122,,,2,1,0,0,0,20,0,0,male,99,257742,0,,,19910|,Physics
4887,21250,"LEE, BYEONGJUN",836667,,,48,0,0,0,0,3500,0,0,male,85,26,0,,,21250|,Electrical Engineering and Computer Sciences
4888,21250,"LEE, BYEONGJUN",836667,,,48,0,0,0,0,3500,0,0,male,85,26,0,,,21250|,Health Sciences and Technology
4889,21250,"LEE, BYEONGJUN",836667,,,48,0,0,0,0,3500,0,0,male,85,26,0,,,21250|,Management
4890,21250,"LEE, BYEONGJUN",836667,,,48,0,0,0,0,3500,0,0,male,85,26,0,,,21250|,Mechanical Engineering
4891,21250,"LEE, BYEONGJUN",836667,,,48,0,0,0,0,3500,0,0,male,85,26,0,,,21250|,Physics
4892,15630,"CASTRO GONZALEZ, CARLOS",836153,,,14,6,0,0,0,4051,0,3,male,98,156410,0,,,15630|,Electrical Engineering and Computer Sciences
4893,15630,"CASTRO GONZALEZ, CARLOS",836153,,,14,6,0,0,0,4051,0,3,male,98,156410,0,,,15630|,Health Sciences and Technology
4894,15630,"CASTRO GONZALEZ, CARLOS",836153,,,14,6,0,0,0,4051,0,3,male,98,156410,0,,,15630|,Management
4895,15630,"CASTRO GONZALEZ, CARLOS",836153,,,14,6,0,0,0,4051,0,3,male,98,156410,0,,,15630|,Mechanical Engineering
4896,15630,"CASTRO GONZALEZ, CARLOS",836153,,,14,6,0,0,0,4051,0,3,male,98,156410,0,,,15630|,Physics
4897,3955,"WARDE, CARDINAL",112854,Electrical Engineering and Computer Sciences,Professor,9,7,7,0,2,32,0,1,female,97,3108,0,,,3955|,Electrical Engineering and Computer Sciences
4898,3955,"WARDE, CARDINAL",112854,Electrical Engineering and Computer Sciences,Professor,9,7,7,0,2,32,0,1,female,97,3108,0,,,3955|,Health Sciences and Technology
4899,3955,"WARDE, CARDINAL",112854,Electrical Engineering and Computer Sciences,Professor,9,7,7,0,2,32,0,1,female,97,3108,0,,,3955|,Management
4900,3955,"WARDE, CARDINAL",112854,Electrical Engineering and Computer Sciences,Professor,9,7,7,0,2,32,0,1,female,97,3108,0,,,3955|,Mechanical Engineering
4901,3955,"WARDE, CARDINAL",112854,Electrical Engineering and Computer Sciences,Professor,9,7,7,0,2,32,0,1,female,97,3108,0,,,3955|,Physics
4902,8885,"HARE, CASPAR",176510,Linguistics and Philosophy,Professor,15,0,0,0,0,158,12,0,male,99,82448,0,,,8885|,Electrical Engineering and Computer Sciences
4903,8885,"HARE, CASPAR",176510,Linguistics and Philosophy,Professor,15,0,0,0,0,158,12,0,male,99,82448,0,,,8885|,Health Sciences and Technology
4904,8885,"HARE, CASPAR",176510,Linguistics and Philosophy,Professor,15,0,0,0,0,158,12,0,male,99,82448,0,,,8885|,Linguistics and Philosophy
4905,8885,"HARE, CASPAR",176510,Linguistics and Philosophy,Professor,15,0,0,0,0,158,12,0,male,99,82448,0,,,8885|,Management
4906,8885,"HARE, CASPAR",176510,Linguistics and Philosophy,Professor,15,0,0,0,0,158,12,0,male,99,82448,0,,,8885|,Mechanical Engineering
4907,8885,"HARE, CASPAR",176510,Linguistics and Philosophy,Professor,15,0,0,0,0,158,12,0,male,99,82448,0,,,8885|,Physics
4908,2865,"CAPPELLARO, PAOLA",412282,Nuclear Science and Engineering,Associate,92,8,10,0,1,4808,1,4,male,99,4274,1,,,2865|,Electrical Engineering and Computer Sciences
4909,2865,"CAPPELLARO, PAOLA",412282,Nuclear Science and Engineering,Associate,92,8,10,0,1,4808,1,4,male,99,4274,1,,,2865|,Health Sciences and Technology
4910,2865,"CAPPELLARO, PAOLA",412282,Nuclear Science and Engineering,Associate,92,8,10,0,1,4808,1,4,male,99,4274,1,,,2865|,Management
4911,2865,"CAPPELLARO, PAOLA",412282,Nuclear Science and Engineering,Associate,92,8,10,0,1,4808,1,4,male,99,4274,1,,,2865|,Mechanical Engineering
4912,2865,"CAPPELLARO, PAOLA",412282,Nuclear Science and Engineering,Associate,92,8,10,0,1,4808,1,4,male,99,4274,1,,,19395|,Nuclear Science and Engineering
4913,2865,"CAPPELLARO, PAOLA",412282,Nuclear Science and Engineering,Associate,92,8,10,0,1,4808,1,4,male,99,4274,1,,,2865|,Physics
4914,9565,"CAPOZZOLA, CHRISTOPHER",395013,History Section,Professor,24,0,0,0,6,26,7,0,male,77,2692,0,,,9565|,Electrical Engineering and Computer Sciences
4915,9565,"CAPOZZOLA, CHRISTOPHER",395013,History Section,Professor,24,0,0,0,6,26,7,0,male,77,2692,0,,,9565|,Health Sciences and Technology
4916,9565,"CAPOZZOLA, CHRISTOPHER",395013,History Section,Professor,24,0,0,0,6,26,7,0,male,77,2692,0,,,9565|,History
4917,9565,"CAPOZZOLA, CHRISTOPHER",395013,History Section,Professor,24,0,0,0,6,26,7,0,male,77,2692,0,,,9565|,Management
4918,9565,"CAPOZZOLA, CHRISTOPHER",395013,History Section,Professor,24,0,0,0,6,26,7,0,male,77,2692,0,,,9565|,Mechanical Engineering
4919,9565,"CAPOZZOLA, CHRISTOPHER",395013,History Section,Professor,24,0,0,0,6,26,7,0,male,77,2692,0,,,9565|,Physics
4920,9095,"CAPLICE, CHRISTOPHER",287230,Institute for Data,Other,7,0,7,0,2,87,0,0,male,99,15778,0,,,9095|,Electrical Engineering and Computer Sciences
4921,9095,"CAPLICE, CHRISTOPHER",287230,Institute for Data,Other,7,0,7,0,2,87,0,0,male,99,15778,0,,,9095|,Engineering System Divisions
4922,9095,"CAPLICE, CHRISTOPHER",287230,Institute for Data,Other,7,0,7,0,2,87,0,0,male,99,15778,0,,,9095|,Health Sciences and Technology
4923,9095,"CAPLICE, CHRISTOPHER",287230,Institute for Data,Other,7,0,7,0,2,87,0,0,male,99,15778,0,,,9095|,Management
4924,9095,"CAPLICE, CHRISTOPHER",287230,Institute for Data,Other,7,0,7,0,2,87,0,0,male,99,15778,0,,,9095|,Mechanical Engineering
4925,9095,"CAPLICE, CHRISTOPHER",287230,Institute for Data,Other,7,0,7,0,2,87,0,0,male,99,15778,0,,,9095|,Physics
4926,2465,"CAI, XUDONG",287214,,,163,2,0,0,0,11471,0,0,male,99,79977,0,,,2455|,Electrical Engineering and Computer Sciences
4927,2465,"CAI, XUDONG",287214,,,163,2,0,0,0,11471,0,0,male,99,79977,0,,,2455|,Health Sciences and Technology
4928,2465,"CAI, XUDONG",287214,,,163,2,0,0,0,11471,0,0,male,99,79977,0,,,2455|,Management
4929,2465,"CAI, XUDONG",287214,,,163,2,0,0,0,11471,0,0,male,99,79977,0,,,2455|,Mechanical Engineering
4930,2465,"CAI, XUDONG",287214,,,163,2,0,0,0,11471,0,0,male,99,79977,0,,,2455|,Physics
4931,15125,"UHLER, CAROLINE",789741,Electrical Engineering and Computer Sciences,Associate,45,5,3,0,3,845,0,0,male,99,380894,1,,,15125|,Electrical Engineering and Computer Sciences
4932,15125,"UHLER, CAROLINE",789741,Electrical Engineering and Computer Sciences,Associate,45,5,3,0,3,845,0,0,male,99,380894,1,,,14990|15040|7050|1480|14985|2040|,Engineering System Divisions
4933,15125,"UHLER, CAROLINE",789741,Electrical Engineering and Computer Sciences,Associate,45,5,3,0,3,845,0,0,male,99,380894,1,,,15125|,Health Sciences and Technology
4934,15125,"UHLER, CAROLINE",789741,Electrical Engineering and Computer Sciences,Associate,45,5,3,0,3,845,0,0,male,99,380894,1,,,15125|,Management
4935,15125,"UHLER, CAROLINE",789741,Electrical Engineering and Computer Sciences,Associate,45,5,3,0,3,845,0,0,male,99,380894,1,,,15125|,Mechanical Engineering
4936,15125,"UHLER, CAROLINE",789741,Electrical Engineering and Computer Sciences,Associate,45,5,3,0,3,845,0,0,male,99,380894,1,,,15125|,Physics
4937,10460,"CATALINI, CHRISTIAN",627148,Management,Associate,26,4,0,0,2,1070,1,0,male,99,18529,0,,,10460|,Electrical Engineering and Computer Sciences
4938,10460,"CATALINI, CHRISTIAN",627148,Management,Associate,26,4,0,0,2,1070,1,0,male,99,18529,0,,,10460|,Health Sciences and Technology
4939,10460,"CATALINI, CHRISTIAN",627148,Management,Associate,26,4,0,0,2,1070,1,0,male,99,18529,0,,,10460|,Management
4940,10460,"CATALINI, CHRISTIAN",627148,Management,Associate,26,4,0,0,2,1070,1,0,male,99,18529,0,,,10460|,Mechanical Engineering
4941,10460,"CATALINI, CHRISTIAN",627148,Management,Associate,26,4,0,0,2,1070,1,0,male,99,18529,0,,,10460|,Physics
4942,10435,"CLARK, CATHERINE",627141,History Section,Associate,8,0,0,0,4,21,1,0,male,100,5,0,,,10435|,Electrical Engineering and Computer Sciences
4943,10435,"CLARK, CATHERINE",627141,History Section,Associate,8,0,0,0,4,21,1,0,male,100,5,0,,,10435|,Health Sciences and Technology
4944,10435,"CLARK, CATHERINE",627141,History Section,Associate,8,0,0,0,4,21,1,0,male,100,5,0,,,10435|,History
4945,10435,"CLARK, CATHERINE",627141,History Section,Associate,8,0,0,0,4,21,1,0,male,100,5,0,,,10435|,Management
4946,10435,"CLARK, CATHERINE",627141,History Section,Associate,8,0,0,0,4,21,1,0,male,100,5,0,,,10435|,Mechanical Engineering
4947,10435,"CLARK, CATHERINE",627141,History Section,Associate,8,0,0,0,4,21,1,0,male,100,5,0,,,10435|,Physics
4948,14905,"MATSUZAKI, CAROL",779100,,,0,0,0,0,0,0,1,0,female,96,2739,0,,,14905|,Electrical Engineering and Computer Sciences
4949,14905,"MATSUZAKI, CAROL",779100,,,0,0,0,0,0,0,1,0,female,96,2739,0,,,14905|,Health Sciences and Technology
4950,14905,"MATSUZAKI, CAROL",779100,,,0,0,0,0,0,0,1,0,female,96,2739,0,,,14905|,Management
4951,14905,"MATSUZAKI, CAROL",779100,,,0,0,0,0,0,0,1,0,female,96,2739,0,,,14905|,Mechanical Engineering
4952,14905,"MATSUZAKI, CAROL",779100,,,0,0,0,0,0,0,1,0,female,96,2739,0,,,14905|,Physics
4953,10270,"CAUGHEY, DEVIN",627168,Political Science,Associate,27,0,0,0,6,467,4,0,male,99,34076,0,,,10270|,Electrical Engineering and Computer Sciences
4954,10270,"CAUGHEY, DEVIN",627168,Political Science,Associate,27,0,0,0,6,467,4,0,male,99,34076,0,,,10270|,Health Sciences and Technology
4955,10270,"CAUGHEY, DEVIN",627168,Political Science,Associate,27,0,0,0,6,467,4,0,male,99,34076,0,,,10270|,Management
4956,10270,"CAUGHEY, DEVIN",627168,Political Science,Associate,27,0,0,0,6,467,4,0,male,99,34076,0,,,10270|,Mechanical Engineering
4957,10270,"CAUGHEY, DEVIN",627168,Political Science,Associate,27,0,0,0,6,467,4,0,male,99,34076,0,,,10270|,Physics
4958,10270,"CAUGHEY, DEVIN",627168,Political Science,Associate,27,0,0,0,6,467,4,0,male,99,34076,0,,,10270|,Political Science
4959,10280,"CAROLINI, GABRIELLA",544594,Urban Studies and Planning,Associate,10,0,0,0,0,132,4,0,male,100,3,0,,,10280|,Electrical Engineering and Computer Sciences
4960,10280,"CAROLINI, GABRIELLA",544594,Urban Studies and Planning,Associate,10,0,0,0,0,132,4,0,male,100,3,0,,,10280|,Health Sciences and Technology
4961,10280,"CAROLINI, GABRIELLA",544594,Urban Studies and Planning,Associate,10,0,0,0,0,132,4,0,male,100,3,0,,,10280|,Management
4962,10280,"CAROLINI, GABRIELLA",544594,Urban Studies and Planning,Associate,10,0,0,0,0,132,4,0,male,100,3,0,,,10280|,Mechanical Engineering
4963,10280,"CAROLINI, GABRIELLA",544594,Urban Studies and Planning,Associate,10,0,0,0,0,132,4,0,male,100,3,0,,,10280|,Physics
4964,10280,"CAROLINI, GABRIELLA",544594,Urban Studies and Planning,Associate,10,0,0,0,0,132,4,0,male,100,3,0,,,10280|,Urban Studies and Planning
4965,16625,"CAO, JICONG",836140,,,32,2,0,0,0,2849,0,2,male,99,63161,0,,,16625|,Electrical Engineering and Computer Sciences
4966,16625,"CAO, JICONG",836140,,,32,2,0,0,0,2849,0,2,male,99,63161,0,,,16625|,Health Sciences and Technology
4967,16625,"CAO, JICONG",836140,,,32,2,0,0,0,2849,0,2,male,99,63161,0,,,16625|,Management
4968,16625,"CAO, JICONG",836140,,,32,2,0,0,0,2849,0,2,male,99,63161,0,,,16625|,Mechanical Engineering
4969,16625,"CAO, JICONG",836140,,,32,2,0,0,0,2849,0,2,male,99,63161,0,,,16625|,Physics
4970,17720,"CAO, LEI",836141,,,28,16,0,0,0,791,0,0,female,99,4849,0,,,17720|,Electrical Engineering and Computer Sciences
4971,17720,"CAO, LEI",836141,,,28,16,0,0,0,791,0,0,female,99,4849,0,,,17720|,Health Sciences and Technology
4972,17720,"CAO, LEI",836141,,,28,16,0,0,0,791,0,0,female,99,4849,0,,,17720|,Management
4973,17720,"CAO, LEI",836141,,,28,16,0,0,0,791,0,0,female,99,4849,0,,,17720|,Mechanical Engineering
4974,17720,"CAO, LEI",836141,,,28,16,0,0,0,791,0,0,female,99,4849,0,,,17720|,Physics
4975,20075,"CONCEPCION, CARLA",836209,,,12,0,0,0,0,971,0,0,male,99,20555,0,,,20075|,Electrical Engineering and Computer Sciences
4976,20075,"CONCEPCION, CARLA",836209,,,12,0,0,0,0,971,0,0,male,99,20555,0,,,20075|,Health Sciences and Technology
4977,20075,"CONCEPCION, CARLA",836209,,,12,0,0,0,0,971,0,0,male,99,20555,0,,,20075|,Management
4978,20075,"CONCEPCION, CARLA",836209,,,12,0,0,0,0,971,0,0,male,99,20555,0,,,20075|,Mechanical Engineering
4979,20075,"CONCEPCION, CARLA",836209,,,12,0,0,0,0,971,0,0,male,99,20555,0,,,20075|,Physics
4980,15330,"DAGDEVIREN, CANAN",827696,Media Arts and Sciences,Assistant,35,2,2,0,9,3429,1,4,male,100,21758,1,,,23715|23715|,Electrical Engineering and Computer Sciences
4981,15330,"DAGDEVIREN, CANAN",827696,Media Arts and Sciences,Assistant,35,2,2,0,9,3429,1,4,male,100,21758,1,,,23715|23715|,Health Sciences and Technology
4982,15330,"DAGDEVIREN, CANAN",827696,Media Arts and Sciences,Assistant,35,2,2,0,9,3429,1,4,male,100,21758,1,,,23715|23715|,Management
4983,15330,"DAGDEVIREN, CANAN",827696,Media Arts and Sciences,Assistant,35,2,2,0,9,3429,1,4,male,100,21758,1,,,23715|23715|,Mechanical Engineering
4984,15330,"DAGDEVIREN, CANAN",827696,Media Arts and Sciences,Assistant,35,2,2,0,9,3429,1,4,male,100,21758,1,,,1050|,Media Arts and Sciences
4985,15330,"DAGDEVIREN, CANAN",827696,Media Arts and Sciences,Assistant,35,2,2,0,9,3429,1,4,male,100,21758,1,,,23715|23715|,Physics
4986,21185,"MULLIN, CAITLIN",836864,,,35,1,0,0,0,156,0,0,male,100,4,0,,,21185|,Electrical Engineering and Computer Sciences
4987,21185,"MULLIN, CAITLIN",836864,,,35,1,0,0,0,156,0,0,male,100,4,0,,,21185|,Health Sciences and Technology
4988,21185,"MULLIN, CAITLIN",836864,,,35,1,0,0,0,156,0,0,male,100,4,0,,,21185|,Management
4989,21185,"MULLIN, CAITLIN",836864,,,35,1,0,0,0,156,0,0,male,100,4,0,,,21185|,Mechanical Engineering
4990,21185,"MULLIN, CAITLIN",836864,,,35,1,0,0,0,156,0,0,male,100,4,0,,,21185|,Physics
4991,23160,"TAYAKSI, CANSU",837249,,,1,0,0,0,0,4,0,0,male,100,8,0,,,23160|,Electrical Engineering and Computer Sciences
4992,23160,"TAYAKSI, CANSU",837249,,,1,0,0,0,0,4,0,0,male,100,8,0,,,23160|,Health Sciences and Technology
4993,23160,"TAYAKSI, CANSU",837249,,,1,0,0,0,0,4,0,0,male,100,8,0,,,23160|,Management
4994,23160,"TAYAKSI, CANSU",837249,,,1,0,0,0,0,4,0,0,male,100,8,0,,,23160|,Mechanical Engineering
4995,23160,"TAYAKSI, CANSU",837249,,,1,0,0,0,0,4,0,0,male,100,8,0,,,23160|,Physics
4996,3570,"CANIZARES, CLAUDE R",135925,Physics,Professor,45,5,69,0,8,1374,0,0,male,56,36,0,,,3570|,Electrical Engineering and Computer Sciences
4997,3570,"CANIZARES, CLAUDE R",135925,Physics,Professor,45,5,69,0,8,1374,0,0,male,56,36,0,,,3570|,Health Sciences and Technology
4998,3570,"CANIZARES, CLAUDE R",135925,Physics,Professor,45,5,69,0,8,1374,0,0,male,56,36,0,,,3570|,Management
4999,3570,"CANIZARES, CLAUDE R",135925,Physics,Professor,45,5,69,0,8,1374,0,0,male,56,36,0,,,3570|,Mechanical Engineering
5000,3570,"CANIZARES, CLAUDE R",135925,Physics,Professor,45,5,69,0,8,1374,0,0,male,56,36,0,,,3570|,Physics
5001,6235,"CARROLL, JOHN STEPHEN",136160,Management,Professor,34,8,4,0,1,970,10,0,male,99,14455,0,,,6235|,Electrical Engineering and Computer Sciences
5002,6235,"CARROLL, JOHN STEPHEN",136160,Management,Professor,34,8,4,0,1,970,10,0,male,99,14455,0,,,6235|,Health Sciences and Technology
5003,6235,"CARROLL, JOHN STEPHEN",136160,Management,Professor,34,8,4,0,1,970,10,0,male,99,14455,0,,,6235|,Management
5004,6235,"CARROLL, JOHN STEPHEN",136160,Management,Professor,34,8,4,0,1,970,10,0,male,99,14455,0,,,6235|,Mechanical Engineering
5005,6235,"CARROLL, JOHN STEPHEN",136160,Management,Professor,34,8,4,0,1,970,10,0,male,99,14455,0,,,6235|,Physics
5006,8485,"TUCKER, CATHERINE ELIZABETH",169583,Management,Professor,113,2,1,0,6,3095,15,0,male,99,218,0,,,10460|,Electrical Engineering and Computer Sciences
5007,8485,"TUCKER, CATHERINE ELIZABETH",169583,Management,Professor,113,2,1,0,6,3095,15,0,male,99,218,0,,,10460|,Health Sciences and Technology
5008,8485,"TUCKER, CATHERINE ELIZABETH",169583,Management,Professor,113,2,1,0,6,3095,15,0,male,99,218,0,,,10460|,Management
5009,8485,"TUCKER, CATHERINE ELIZABETH",169583,Management,Professor,113,2,1,0,6,3095,15,0,male,99,218,0,,,10460|,Mechanical Engineering
5010,8485,"TUCKER, CATHERINE ELIZABETH",169583,Management,Professor,113,2,1,0,6,3095,15,0,male,99,218,0,,,10460|,Physics
5011,1320,"ROSS, CAROLINE A",163144,Materials Science and Engineering,Professor,372,28,30,0,4,12600,6,6,male,99,218863,1,,,1300|1300|,Electrical Engineering and Computer Sciences
5012,1320,"ROSS, CAROLINE A",163144,Materials Science and Engineering,Professor,372,28,30,0,4,12600,6,6,male,99,218863,1,,,1300|1300|,Health Sciences and Technology
5013,1320,"ROSS, CAROLINE A",163144,Materials Science and Engineering,Professor,372,28,30,0,4,12600,6,6,male,99,218863,1,,,1300|1300|,Management
5014,1320,"ROSS, CAROLINE A",163144,Materials Science and Engineering,Professor,372,28,30,0,4,12600,6,6,male,99,218863,1,,,1300|1300|,Mechanical Engineering
5015,1320,"ROSS, CAROLINE A",163144,Materials Science and Engineering,Professor,372,28,30,0,4,12600,6,6,male,99,218863,1,,,1300|1300|,Physics
5016,2455,"CAPELL, MICHAEL H",176377,,,65,1,0,0,0,4225,0,0,male,99,64439,0,,,2465|,Electrical Engineering and Computer Sciences
5017,2455,"CAPELL, MICHAEL H",176377,,,65,1,0,0,0,4225,0,0,male,99,64439,0,,,2465|,Health Sciences and Technology
5018,2455,"CAPELL, MICHAEL H",176377,,,65,1,0,0,0,4225,0,0,male,99,64439,0,,,2465|,Management
5019,2455,"CAPELL, MICHAEL H",176377,,,65,1,0,0,0,4225,0,0,male,99,64439,0,,,2465|,Mechanical Engineering
5020,2455,"CAPELL, MICHAEL H",176377,,,65,1,0,0,0,4225,0,0,male,99,64439,0,,,2465|,Physics
5021,3510,"CASTILLA, EMILIO J",17395,Management,Professor,16,8,0,0,2,905,1,0,male,99,218863,0,,,3510|,Electrical Engineering and Computer Sciences
5022,3510,"CASTILLA, EMILIO J",17395,Management,Professor,16,8,0,0,2,905,1,0,male,99,218863,0,,,3510|,Health Sciences and Technology
5023,3510,"CASTILLA, EMILIO J",17395,Management,Professor,16,8,0,0,2,905,1,0,male,99,218863,0,,,3510|,Management
5024,3510,"CASTILLA, EMILIO J",17395,Management,Professor,16,8,0,0,2,905,1,0,male,99,218863,0,,,3510|,Mechanical Engineering
5025,3510,"CASTILLA, EMILIO J",17395,Management,Professor,16,8,0,0,2,905,1,0,male,99,218863,0,,,3510|,Physics
5026,3905,"COX, JOHN CARRINGTON",21967,Management,Professor,10,0,0,0,3,552,3,0,male,83,77,0,,,3905|,Electrical Engineering and Computer Sciences
5027,3905,"COX, JOHN CARRINGTON",21967,Management,Professor,10,0,0,0,3,552,3,0,male,83,77,0,,,3905|,Health Sciences and Technology
5028,3905,"COX, JOHN CARRINGTON",21967,Management,Professor,10,0,0,0,3,552,3,0,male,83,77,0,,,3905|,Management
5029,3905,"COX, JOHN CARRINGTON",21967,Management,Professor,10,0,0,0,3,552,3,0,male,83,77,0,,,3905|,Mechanical Engineering
5030,3905,"COX, JOHN CARRINGTON",21967,Management,Professor,10,0,0,0,3,552,3,0,male,83,77,0,,,3905|,Physics
5031,1300,"THOMPSON, CARL VERNETTE",305114,Materials Science and Engineering,Professor,153,17,9,0,2,6827,1,3,male,99,7627,0,,,2285|1320|1320|2285|,Electrical Engineering and Computer Sciences
5032,1300,"THOMPSON, CARL VERNETTE",305114,Materials Science and Engineering,Professor,153,17,9,0,2,6827,1,3,male,99,7627,0,,,2285|1320|1320|2285|,Health Sciences and Technology
5033,1300,"THOMPSON, CARL VERNETTE",305114,Materials Science and Engineering,Professor,153,17,9,0,2,6827,1,3,male,99,7627,0,,,2285|1320|1320|2285|,Management
5034,1300,"THOMPSON, CARL VERNETTE",305114,Materials Science and Engineering,Professor,153,17,9,0,2,6827,1,3,male,99,7627,0,,,2285|1320|1320|2285|,Mechanical Engineering
5035,1300,"THOMPSON, CARL VERNETTE",305114,Materials Science and Engineering,Professor,153,17,9,0,2,6827,1,3,male,99,7627,0,,,2285|1320|1320|2285|,Physics
5036,5535,"CATTO, PETER J",176521,,,83,1,2,0,1,1185,0,0,male,100,21206,0,,,5535|,Electrical Engineering and Computer Sciences
5037,5535,"CATTO, PETER J",176521,,,83,1,2,0,1,1185,0,0,male,100,21206,0,,,5535|,Health Sciences and Technology
5038,5535,"CATTO, PETER J",176521,,,83,1,2,0,1,1185,0,0,male,100,21206,0,,,5535|,Management
5039,5535,"CATTO, PETER J",176521,,,83,1,2,0,1,1185,0,0,male,100,21206,0,,,5535|,Mechanical Engineering
