Id,Name,PersonId,Department,RankName,TotalArticleCount,TotalConfProcCount,TotalGrantCount,TotalGrantDollars,TotalAwardCount,TotalCitationCount,TotalBookCount,TotalPatentCount,Gender,Accuracy_Gender,Total_Samples_Gender,Matched
4715,"WUNSCH, CARL ISAAC",176499,Earth,Other,96,2,35,0.0,12,4351,9,0,male,98,39229,0
2655,"ZUBER, MARIA",101859,Earth,Professor,226,24,34,0.0,20,10958,5,0,female,98,243210,0
15960,"ABADIE, ALBERTO",241039,Economics,Professor,24,0,0,0.0,3,6059,5,0,male,99,73988,0
4220,"ACEMOGLU, K DARON",286887,Economics,Professor,287,21,6,0.0,20,16097,111,0,male,99,1959,0
14820,"AGARWAL, NIKHIL",779053,Economics,Associate,14,0,1,0.0,2,166,1,0,male,100,16073,0
1250,"ANGELETOS, GEORGE M",2324,Economics,Professor,57,0,3,0.0,3,2602,6,0,male,99,63411,0
1650,"ANGRIST, JOSHUA",4478,Economics,Professor,51,0,1,0.0,4,3257,17,0,male,100,35201,0
15075,"ATKIN, DAVID G",629713,Economics,Professor,16,0,0,0.0,2,305,0,0,male,99,380894,0
1640,"AUTOR, DAVID H",131945,Economics,Professor,73,0,1,0.0,12,6766,20,0,male,99,380894,0
24100,"BALBONI, CLARE A",1108291,Economics,Assistant,0,0,0,0.0,0,0,0,0,female,98,8889,0
4480,"BANERJEE, ABHIJIT",132352,Economics,Professor,102,0,6,0.0,9,6297,38,0,male,100,3960,0
19490,"BERAJA, MARTIN ALBERTO",827676,Economics,Assistant,6,0,0,0.0,0,51,0,0,male,99,213199,0
3500,"CABALLERO, RICARDO J",16278,Economics,Professor,73,0,3,0.0,10,2737,11,0,male,99,70541,0
1630,"CHERNOZHUKOV, VICTOR V",20338,Economics,Professor,111,0,6,0.0,7,4278,8,0,male,99,78043,0
8625,"COSTINOT, ARNAUD",175964,Economics,Professor,24,0,0,0.0,2,1471,2,0,male,98,25142,0
10525,"DONALDSON, DAVID JOHN",632119,Economics,Professor,15,0,0,0.0,5,964,0,0,male,99,600855,0
1635,"DUFLO, ESTHER",29770,Economics,Professor,109,0,7,0.0,18,12377,47,0,female,98,27258,0
7925,"ELLISON, GLENN DAVID",141014,Economics,Professor,31,0,1,0.0,7,1682,14,0,male,99,391684,0
7920,"ELLISON, SARA FISHER",544479,Economics,Other,9,0,0,0.0,2,581,7,0,female,96,155985,0
4350,"FINKELSTEIN, AMY",32612,Economics,Professor,87,0,9,0.0,13,5611,7,0,female,98,42632,0
16135,"FUDENBERG, DREW",34875,Economics,Professor,106,1,3,0.0,7,4697,13,0,male,96,8418,0
9280,"GIBBONS, ROBERT S",287812,Economics,Professor,27,0,0,0.0,9,1293,1,0,male,99,145540,0
2640,"GLENNERSTER, RACHEL",544481,Economics,Other,23,0,3,0.0,0,2077,8,0,female,98,41104,0
5140,"GRUBER, JONATHAN",41010,Economics,Professor,95,0,1,0.0,9,4234,32,0,male,99,84386,0
5635,"HARRIS, JEFFREY E",51694,Economics,Professor,32,0,0,0.0,2,587,2,0,male,100,19324,0
8075,"HOLMSTROM, BENGT",147430,Economics,Professor,7,0,1,0.0,8,411,40,0,male,98,1353,0
19495,"JAEGER, SIMON C",827677,Economics,Assistant,7,0,0,0.0,1,67,0,0,male,98,57458,0
8245,"MIKUSHEVA, ANNA",156485,Economics,Associate,18,0,1,0.0,3,298,0,0,female,98,184558,0
23960,"MORRIS, STEPHEN E",293928,Economics,Professor,127,0,1,0.0,7,3072,12,0,male,99,46085,0
3715,"NEWEY, WHITNEY K",83855,Economics,Professor,52,0,6,0.0,6,2153,23,0,female,95,4711,0
4485,"OLKEN, BENJAMIN",175961,Economics,Professor,51,0,4,0.0,3,3673,8,0,male,99,50718,0
8355,"PALTSEV, SERGEY",1108047,Economics,Other,87,3,1,0.0,1,2914,7,0,male,100,16316,0
1645,"PATHAK, PARAG",175960,Economics,Professor,55,0,0,0.0,10,3121,2,0,male,100,1964,0
8305,"PIORE, MICHAEL J",160630,Economics,Other,13,0,1,0.0,1,298,31,0,male,99,211492,0
8315,"POTERBA, JAMES MICHAEL",160940,Economics,Professor,65,0,0,0.0,15,1477,52,0,male,99,343620,0
2175,"ROSE, NANCY L",120488,Economics,Professor,5,0,1,0.0,5,200,8,0,female,98,35222,0
22970,"SALZ, TOBIAS",823301,Economics,Assistant,5,0,0,0.0,1,32,0,0,male,100,17675,0
15115,"SCHILBACH, FRANK",789739,Economics,Assistant,4,0,0,0.0,2,76,2,0,male,99,66241,0
10430,"SIMSEK, ALP",627135,Economics,Associate,22,0,0,0.0,5,570,1,0,male,97,6419,0
7740,"TOWNSEND, ROBERT",175965,Economics,Professor,66,2,0,0.0,7,1708,14,0,male,99,145540,0
7665,"WERNING, IVAN",128824,Economics,Professor,44,0,0,0.0,4,1236,4,0,male,99,80498,0
9930,"WILLIAMS, HEIDI L",488077,Economics,Associate,28,0,0,0.0,7,689,4,0,female,98,14491,0
14780,"WOLITZKY, ALEXANDER GREENBERG",525294,Economics,Associate,27,0,1,0.0,2,343,0,0,male,99,56241,0
7710,"YILDIZ, MUHAMET",130451,Economics,Professor,31,1,0,0.0,3,443,1,0,male,96,648,0
7400,"ADALSTEINSSON, ELFAR",112328,Electrical Engineering and Computer Sciences,Professor,102,16,21,0.0,1,3785,1,13,male,100,13,0
1130,"AGARWAL, ANANT",765,Electrical Engineering and Computer Sciences,Professor,25,41,12,0.0,6,2745,5,19,male,99,1699,1
2080,"AKINWANDE, AKINTUNDE I",113445,Electrical Engineering and Computer Sciences,Professor,58,53,25,0.0,2,1123,2,15,male,95,370,1
1100,"AMARASINGHE, SAMAN P",1745,Electrical Engineering and Computer Sciences,Professor,31,65,17,0.0,3,2748,3,5,male,91,3886,0
1560,"BALAKRISHNAN, HARI",4077,Electrical Engineering and Computer Sciences,Professor,38,96,15,0.0,10,12525,4,7,male,96,10449,1
1330,"BALDO, MARC A",6644,Electrical Engineering and Computer Sciences,Professor,106,17,12,0.0,0,6559,4,11,male,99,77461,1
2350,"BARZILAY, REGINA",7865,Electrical Engineering and Computer Sciences,Professor,57,47,19,0.0,6,1707,0,2,female,98,16439,1
1325,"BERGGREN, KARL K",9467,Electrical Engineering and Computer Sciences,Professor,187,66,31,0.0,3,7538,2,16,male,98,18575,1
2210,"BHATIA, SANGEETA N",8219,Electrical Engineering and Computer Sciences,Professor,240,3,27,0.0,16,24500,11,28,female,98,1487,1
1270,"BONING, DUANE S",11597,Electrical Engineering and Computer Sciences,Professor,47,50,8,0.0,1,575,5,1,male,98,2439,1
23910,"BOTTERUD, AUDUN",1108048,Electrical Engineering and Computer Sciences,Other,67,36,2,0.0,0,2348,4,0,male,100,137,1
3995,"BRAIDA, LOUIS D",24465,Electrical Engineering and Computer Sciences,Professor,42,1,26,0.0,0,662,0,1,male,97,22473,1
1345,"BULOVIC, VLADIMIR",14212,Electrical Engineering and Computer Sciences,Professor,204,52,14,0.0,3,22879,2,67,male,99,21639,1
3660,"CHAN, VINCENT W. S",121041,Electrical Engineering and Computer Sciences,Professor,114,102,27,0.0,2,4230,3,5,male,99,58501,1
1110,"CHANDRAKASAN, ANANTHA P",19111,Electrical Engineering and Computer Sciences,Professor,134,203,11,0.0,8,11401,14,20,male,88,416,1
1200,"CHLIPALA, ADAM",488078,Electrical Engineering and Computer Sciences,Associate,23,39,10,0.0,8,872,2,0,male,99,101742,0
2575,"CHUANG, ISAAC",21544,Electrical Engineering and Computer Sciences,Professor,103,17,26,0.0,6,3383,1,6,male,99,21035,1
3200,"CLARK, DAVID D",779066,Electrical Engineering and Computer Sciences,Other,25,3,34,0.0,4,414,1,0,male,99,380894,0
4235,"DAHLEH, MUNTHER A",26320,Electrical Engineering and Computer Sciences,Professor,62,101,36,0.0,5,2577,2,4,male,99,210,0
1285,"DANIEL, LUCA",138781,Electrical Engineering and Computer Sciences,Professor,54,69,4,0.0,0,1276,0,4,male,99,87738,1
7770,"DASKALAKIS, KONSTANTINOS",370152,Electrical Engineering and Computer Sciences,Professor,27,67,6,0.0,10,1611,7,0,male,99,2845,1
4315,"DAVIS, RANDALL",139047,Electrical Engineering and Computer Sciences,Professor,23,53,18,0.0,3,873,0,4,male,99,3117,0
1265,"DEL ALAMO, JESUS A",25772,Electrical Engineering and Computer Sciences,Professor,135,91,9,0.0,7,5158,3,0,male,97,46296,1
1535,"DEMAINE, ERIK D",139391,Electrical Engineering and Computer Sciences,Professor,176,158,17,0.0,9,4931,76,3,male,96,31753,1
1080,"DEVADAS, SRINIVAS",28908,Electrical Engineering and Computer Sciences,Professor,62,105,23,0.0,5,5479,9,9,male,100,5725,1
1020,"DURAND, FREDERIC",28679,Electrical Engineering and Computer Sciences,Professor,132,105,7,0.0,5,10670,8,25,male,98,26835,1
2085,"ENGLUND, DIRK R",261298,Electrical Engineering and Computer Sciences,Associate,209,194,40,0.0,11,10596,4,28,male,99,14847,1
4870,"FISHER, JOHN W",287702,Electrical Engineering and Computer Sciences,Other,37,129,12,0.0,0,2121,0,4,male,99,218863,1
1025,"FREEMAN, WILLIAM T",34370,Electrical Engineering and Computer Sciences,Other,78,112,12,0.0,8,14298,0,20,male,99,67797,1
2745,"FUJIMOTO, JAMES G",41191,Electrical Engineering and Computer Sciences,Professor,367,134,57,0.0,17,20954,57,22,male,99,131879,0
1520,"GIFFORD, DAVID K",44443,Electrical Engineering and Computer Sciences,Professor,94,18,38,0.0,2,13851,2,3,male,99,380894,1
2315,"GLASS, JAMES R",287826,Electrical Engineering and Computer Sciences,Other,37,165,14,0.0,2,2105,0,6,male,99,131879,1
4335,"GOLDWASSER, SHAFRIRA",46062,Electrical Engineering and Computer Sciences,Professor,12,49,13,0.0,16,2038,11,1,unknown,0,0,0
5570,"GOLLAND, POLINA",144262,Electrical Engineering and Computer Sciences,Professor,70,87,27,0.0,2,7214,19,0,female,97,2522,1
3120,"GRAY, MARTHA L",39725,Electrical Engineering and Computer Sciences,Professor,28,2,40,0.0,4,1618,2,0,female,97,13361,1
5090,"GRIMSON, WILLIAM E",175954,Electrical Engineering and Computer Sciences,Professor,20,36,39,0.0,6,2074,7,2,male,99,67797,0
1510,"GUTTAG, JOHN V",43476,Electrical Engineering and Computer Sciences,Professor,44,42,24,0.0,2,2829,7,8,male,99,218863,1
14865,"HAN, RUONAN",779077,Electrical Engineering and Computer Sciences,Associate,33,34,15,0.0,1,852,0,4,female,91,11,1
6875,"HELDT, THOMAS",627137,Electrical Engineering and Computer Sciences,Associate,44,35,4,0.0,1,854,4,13,male,99,129177,1
9305,"HU, QING",288003,Electrical Engineering and Computer Sciences,Professor,149,76,57,0.0,7,7006,0,7,female,58,728,1
23895,"HUFNAGEL, STEFANIE S",1108050,Electrical Engineering and Computer Sciences,Other,70,9,20,0.0,0,404,3,0,female,98,10626,1
3680,"INDYK, PIOTR",49676,Electrical Engineering and Computer Sciences,Professor,22,84,14,0.0,10,4489,8,7,male,99,45729,0
6035,"JACKSON, DANIEL",60492,Electrical Engineering and Computer Sciences,Professor,22,57,14,0.0,6,1580,3,1,male,99,257742,0
1545,"KAASHOEK, M FRANS",288248,Electrical Engineering and Computer Sciences,Professor,20,36,16,0.0,10,1968,5,0,male,98,5160,0
2150,"KAELBLING, LESLIE P",149514,Electrical Engineering and Computer Sciences,Professor,25,56,23,0.0,2,1082,8,0,female,81,14894,0
1500,"KARGER, DAVID R",57526,Electrical Engineering and Computer Sciences,Professor,42,96,9,0.0,13,5482,11,9,male,99,380894,1
1490,"KATABI, DINA",53288,Electrical Engineering and Computer Sciences,Professor,58,89,17,0.0,10,9909,2,27,female,96,13925,1
1950,"KELLIS, MANOLIS",53694,Electrical Engineering and Computer Sciences,Professor,249,14,47,0.0,7,71223,4,2,male,99,1324,1
5785,"KIRTLEY, JAMES L",54070,Electrical Engineering and Computer Sciences,Professor,69,71,7,0.0,3,1622,2,11,male,99,131879,1
1280,"KONG, JING",151147,Electrical Engineering and Computer Sciences,Professor,425,48,6,0.0,5,43166,3,10,female,75,2534,1
19135,"KRASKA, TIM",558331,Electrical Engineering and Computer Sciences,Associate,39,64,4,0.0,3,2094,0,0,male,99,52554,1
1335,"LANG, JEFFREY H",58424,Electrical Engineering and Computer Sciences,Professor,69,73,8,0.0,2,2229,2,18,male,100,19324,1
2715,"LEE, HAE-SEUNG",152464,Electrical Engineering and Computer Sciences,Professor,184,44,2,0.0,1,6248,4,8,male,93,447,1
1370,"LEEB, STEVEN B",152565,Electrical Engineering and Computer Sciences,Professor,68,58,22,0.0,3,1088,0,11,male,99,59951,1
1185,"LEISERSON, CHARLES E",66842,Electrical Engineering and Computer Sciences,Professor,22,42,20,0.0,12,1408,2,2,male,98,52754,0
4795,"LOZANO-PEREZ, TOMAS",95122,Electrical Engineering and Computer Sciences,Professor,16,49,5,0.0,4,935,5,0,male,99,30161,0
6700,"LYNCH, NANCY ANN",95831,Electrical Engineering and Computer Sciences,Professor,39,88,30,0.0,10,1184,10,2,female,98,59047,0
1475,"MADDEN, SAMUEL R",72171,Electrical Engineering and Computer Sciences,Professor,83,121,18,0.0,4,9946,11,2,male,99,59149,1
1055,"MATUSIK, WOJCIECH",488080,Electrical Engineering and Computer Sciences,Professor,122,88,12,0.0,3,5089,4,58,male,100,8514,1
1505,"MEDARD, MURIEL",106318,Electrical Engineering and Computer Sciences,Professor,136,322,27,0.0,9,10463,10,58,female,97,9177,1
1170,"MILLER, ROBERT C",156619,Electrical Engineering and Computer Sciences,Professor,57,96,3,0.0,2,4146,0,0,male,99,145540,1
1530,"MORRIS, ROBERT TAPPAN",157314,Electrical Engineering and Computer Sciences,Professor,46,32,6,0.0,7,5051,0,0,male,99,145542,0
23740,"OLIVA, AUDE",73950,Electrical Engineering and Computer Sciences,Other,188,30,10,0.0,8,11816,2,0,female,96,4965,1
23710,"OLIVER, WILLIAM D",1108296,Electrical Engineering and Computer Sciences,Associate,79,7,17,0.0,1,3283,0,6,male,99,67797,1
1205,"O'REILLY, UNA-MAY",779106,Electrical Engineering and Computer Sciences,Other,22,114,10,0.0,0,1167,28,2,female,91,11741,0
2040,"OZDAGLAR, ASUMAN E",159339,Electrical Engineering and Computer Sciences,Professor,119,87,9,0.0,2,8566,6,3,female,94,1220,1
1275,"PALACIOS, TOMAS",113951,Electrical Engineering and Computer Sciences,Professor,242,100,44,0.0,10,16104,3,20,male,99,30161,0
5120,"PARRILO, PABLO A",115030,Electrical Engineering and Computer Sciences,Professor,81,56,10,0.0,7,6075,10,0,male,99,51159,1
4115,"PERREAULT, DAVID J",91892,Electrical Engineering and Computer Sciences,Professor,81,115,10,0.0,4,4382,4,43,male,99,380894,1
6705,"POLYANSKIY, YURY",488081,Electrical Engineering and Computer Sciences,Associate,39,68,3,0.0,2,2252,1,0,male,84,1687,1
1710,"RAM, RAJEEV J",161585,Electrical Engineering and Computer Sciences,Professor,99,107,36,0.0,5,4260,1,28,male,100,6971,1
3985,"REED, CHARLOTTE M",1108052,Electrical Engineering and Computer Sciences,Other,106,9,11,0.0,1,15954,0,1,female,96,27559,1
1070,"RINARD, MARTIN C",79281,Electrical Engineering and Computer Sciences,Professor,49,109,20,0.0,4,3286,10,6,male,98,139211,1
15275,"RUPP, JENNIFER LILIA MARGUERITE",827683,Electrical Engineering and Computer Sciences,Associate,127,7,1,0.0,1,3847,2,3,female,98,99194,0
1515,"RUS, DANIELA L",175959,Electrical Engineering and Computer Sciences,Professor,166,343,36,0.0,16,15138,53,22,female,97,67491,1
10060,"SANCHEZ MARTIN, DANIEL",544483,Electrical Engineering and Computer Sciences,Associate,29,50,4,0.0,4,1846,0,0,male,99,258815,1
1790,"SCHMIDT, MARTIN ARNOLD",121863,Electrical Engineering and Computer Sciences,Professor,205,32,9,0.0,1,8460,0,17,male,98,150422,0
1480,"SHAH, DEVAVRAT",122541,Electrical Engineering and Computer Sciences,Professor,95,102,18,0.0,3,6224,7,11,male,100,23,0
1180,"SHAVIT, NIR N",488082,Electrical Engineering and Computer Sciences,Professor,28,60,12,0.0,2,2123,10,2,male,94,659,1
4680,"SHROBE, HOWARD E",1108085,Electrical Engineering and Computer Sciences,Other,10,24,37,0.0,3,348,7,0,male,99,4996,0
3035,"SODINI, CHARLES G",166619,Electrical Engineering and Computer Sciences,Other,35,52,5,0.0,1,1768,3,8,male,98,52754,1
1190,"SOLAR LEZAMA, ARMANDO",289378,Electrical Engineering and Computer Sciences,Associate,27,55,11,0.0,1,1565,5,0,male,99,17404,0
3640,"SZE, VIVIENNE",627139,Electrical Engineering and Computer Sciences,Associate,25,52,2,0.0,4,2757,5,8,female,99,1046,0
6885,"SZOLOVITS, PETER",107502,Electrical Engineering and Computer Sciences,Professor,81,18,46,0.0,5,3482,3,0,male,99,146529,1
4830,"TEDRAKE, RUSSELL L",168635,Electrical Engineering and Computer Sciences,Professor,29,100,20,0.0,8,4321,11,2,male,99,7800,1
1040,"TORRALBA, ANTONIO",169255,Electrical Engineering and Computer Sciences,Professor,124,120,13,0.0,5,16788,18,1,male,99,179849,1
2365,"TSITSIKLIS, JOHN N",109910,Electrical Engineering and Computer Sciences,Professor,87,45,13,0.0,8,4044,5,0,male,99,218863,1
4340,"VAIKUNTANATHAN, VINOD",627140,Electrical Engineering and Computer Sciences,Associate,17,91,7,0.0,3,7194,24,4,male,100,11430,0
3655,"VOLDMAN, JOEL",127691,Electrical Engineering and Computer Sciences,Professor,69,10,18,0.0,3,4085,3,8,male,99,40697,1
1350,"WATTS, MICHAEL",412263,Electrical Engineering and Computer Sciences,Associate,94,150,12,0.0,0,4569,0,21,male,99,211492,1
1095,"WHITE, JACOB K",96690,Electrical Engineering and Computer Sciences,Professor,83,57,17,0.0,1,2548,1,1,male,99,25605,1
15290,"WILLIAMS, RICHARD RYAN",487788,Electrical Engineering and Computer Sciences,Associate,60,59,3,0.0,6,2737,0,0,male,99,162109,1
2570,"WONG, NGAI CHUEN",176616,Electrical Engineering and Computer Sciences,Other,118,139,20,0.0,1,3225,0,4,male,76,124,1
1770,"WORNELL, GREGORY W",172613,Electrical Engineering and Computer Sciences,Professor,50,107,28,0.0,4,12791,4,7,male,99,21213,1
7235,"ZHENG, LIZHONG",173628,Electrical Engineering and Computer Sciences,Professor,39,65,13,0.0,3,1743,1,0,male,100,6,1
2560,"BERTSEKAS, DIMITRI P",1079557,Electrical Engineering and Computer Sciences,Other,39,11,7,0.0,5,805,13,1,male,99,11238,0
2385,"BERWICK, ROBERT C",7974,Electrical Engineering and Computer Sciences,Professor,36,9,4,0.0,1,1164,20,0,male,99,145540,1
14985,"BRESLER, GUY",789750,Electrical Engineering and Computer Sciences,Associate,14,17,2,0.0,1,677,0,0,male,98,20859,0
9095,"CAPLICE, CHRISTOPHER",287230,Institute for Data,Other,7,0,7,0.0,2,87,0,0,male,99,55041,0
4230,"CHRISTIA, FOTINI",176625,Institute for Data,Professor,18,0,0,0.0,3,191,6,0,female,98,470,0
4015,"COUGHLIN, JOSEPH F",287394,Institute for Data,Other,84,48,18,0.0,3,1993,8,2,male,99,63161,0
10380,"DE NEUFVILLE, RICHARD L",604594,Institute for Data,Professor,43,10,0,0.0,3,895,12,0,male,98,102810,0
2625,"FINKELSTEIN, STAN NEIL",370156,Institute for Data,Other,47,14,8,0.0,0,1087,3,0,male,98,24991,0
5215,"GAMARNIK, DAVID",42291,Institute for Data,Professor,65,16,5,0.0,0,792,2,0,male,99,380894,0
5020,"LARSON, RICHARD CHARLES",58666,Institute for Data,Other,45,2,12,0.0,7,1457,0,1,male,99,150413,0
4225,"LO, ANDREW W",62691,Institute for Data,Professor,167,1,2,0.0,14,5121,85,1,male,99,82448,0
3940,"MAGEE, CHRISTOPHER L",154380,Institute for Data,Other,57,5,2,0.0,3,858,5,0,male,99,55041,0
6215,"MARKS, DAVID H",66174,Institute for Data,Other,3,0,14,0.0,1,403,0,0,male,99,380894,0
2555,"MEGRETSKI, ALEXANDRE",156094,Electrical Engineering and Computer Sciences,Professor,22,37,9,0.0,1,617,4,2,male,99,52132,0
16715,"MOSSEL, ELCHANAN",750286,Institute for Data,Professor,117,37,6,0.0,7,2458,2,0,male,100,12,0
3760,"OYE, KENNETH A",159334,Institute for Data,Professor,24,1,2,0.0,0,820,10,0,male,99,20555,0
1455,"PENTLAND, ALEX PAUL",115847,Institute for Data,Professor,153,103,18,0.0,7,11457,55,12,male,95,388555,1
4040,"RHODES, DONNA H",289086,Institute for Data,Other,63,37,17,0.0,2,768,4,0,female,98,18923,0
15040,"RIGOLLET, PHILIPPE",190653,Institute for Data,Associate,32,0,4,0.0,3,339,0,1,male,99,57297,0
6535,"ROOS, DANIEL",175952,Institute for Data,Other,2,2,1,0.0,1,120,2,0,male,99,257742,0
7050,"SRA, SUVRIT",827946,Electrical Engineering and Computer Sciences,Associate,28,22,5,0.0,2,1781,12,1,unknown,0,0,1
9330,"TRANCIK, JESSIKA",412265,Institute for Data,Associate,40,2,2,0.0,2,1366,0,1,female,99,7822,0
15125,"UHLER, CAROLINE",789741,Electrical Engineering and Computer Sciences,Associate,45,5,3,0.0,3,845,0,0,female,98,47275,1
9640,"PERREAU, BRUNO",412266,Global Studies and Languages Section,Professor,15,0,0,0.0,5,8,5,0,male,99,87062,0
9695,"TENG, EMMA J",412299,Global Studies and Languages Section,Professor,8,0,1,0.0,4,5,12,0,female,91,44680,0
3345,"ASADA, HARUHIKO",131768,Mechanical Engineering,Professor,96,195,21,0.0,8,3103,12,52,male,100,43,1
15830,"ASHKENAZI, ADI",836018,,,539,0,0,0.0,0,18107,0,0,male,92,13011,0
3320,"BARBASTATHIS, GEORGE",132426,Mechanical Engineering,Professor,153,203,16,0.0,3,4038,3,17,male,99,63411,1
23615,"BOUMA, BRETT",630658,Institute for Medical Engineering and Science (IMES),Other,239,90,0,0.0,1,11357,15,6,male,98,9518,0
1815,"BUONASSISI, ANTHONY",135386,Mechanical Engineering,Professor,265,130,30,0.0,2,10508,2,6,male,99,85303,1
3115,"BUSZA, WIT",15477,Physics,Other,1055,11,0,0.0,1,40785,1,0,male,94,552,1
3270,"CHEN, GANG",287297,Mechanical Engineering,Professor,1385,160,46,0.0,13,53202,2,32,unknown,0,0,1
4700,"CONRAD, JANET MARIE",176520,Physics,Professor,415,15,17,0.0,10,32394,0,0,female,97,126965,0
15855,"CRAIK, DANIEL C",836217,,,500,2,0,0.0,0,11521,0,0,male,99,257742,0
15795,"D'ALFONSO, MARIAROSARIA",836229,,,1007,3,0,0.0,0,36969,0,0,female,99,811,0
15805,"DEMIRAGLI, ZEYNEP",836252,,,817,17,0,0.0,1,25837,0,0,female,97,20266,0
5960,"EDELMAN, ELAZER R",140709,Institute for Medical Engineering and Science (IMES),Professor,329,16,20,0.0,9,7707,15,21,unknown,0,0,0
3055,"EVANS, MATTHEW J",544569,Physics,Associate,315,10,3,0.0,2,36851,0,2,male,100,51412,1
1260,"FITZGERALD, EUGENE A",38449,Materials Science and Engineering,Professor,332,92,23,0.0,2,11010,5,32,male,97,9688,0
23720,"GOMEZ-CEBALLOS, GUILLELMO",1108064,,,1348,36,0,0.0,1,48702,0,0,male,100,2,0
15790,"HARRIS, PHILIP COLEMAN",827695,Physics,Assistant,1035,3,5,0.0,0,37683,0,0,male,99,23973,1
8980,"HART, ANASTASIOS JOHN",250993,Mechanical Engineering,Associate,266,16,26,0.0,7,12232,0,40,male,99,219693,1
2760,"HU, JUEJUN",390730,Materials Science and Engineering,Associate,174,151,22,0.0,5,5372,4,19,unknown,0,0,1
15785,"IIYAMA, YUTARO",836512,,,998,0,0,0.0,0,36037,1,0,male,100,115,0
15815,"INNOCENTI, GIAN MICHELE",836518,,,613,5,0,0.0,0,18768,0,0,male,74,64166,0
2065,"JOANNOPOULOS, JOHN",51541,Physics,Professor,270,125,27,0.0,11,22843,6,87,male,99,218863,1
3325,"KAMM, ROGER DALE",176486,Mechanical Engineering,Other,300,23,59,0.0,7,15246,16,6,male,97,42796,1
1090,"KIMERLING, LIONEL C",60448,Materials Science and Engineering,Professor,208,218,26,0.0,5,12287,4,51,male,99,18136,1
3455,"KLUTE, MARKUS",412285,Physics,Associate,1180,16,5,0.0,2,45867,0,0,male,99,30782,1
3460,"LEE, YEN-JIE",627165,Physics,Associate,1117,7,1,0.0,3,40956,0,0,male,61,1651,1
21335,"LI, JING",856134,Management,Assistant,731,77,1,0.0,0,22522,0,0,female,75,2534,0
7110,"LI, JU",488102,Materials Science and Engineering,Professor,772,51,17,0.0,6,31467,0,6,male,55,4734,1
21350,"LI, LI EN",836694,,,988,22,0,0.0,0,19525,0,0,male,50,4832,0
3475,"LIU, HONG",93697,Physics,Professor,413,13,0,0.0,8,14847,2,0,female,53,3853,1
15820,"MAIER, BENEDIKT",836777,,,574,1,0,0.0,0,9305,0,0,male,99,1034,0
15800,"MARINI, ANDREA CARLO",836792,,,885,0,0,0.0,0,29280,2,0,male,55,196345,0
3355,"MCKINLEY, GARETH H",412357,Mechanical Engineering,Professor,246,18,24,0.0,6,17140,1,23,male,99,5798,1
1105,"MICHEL, JURGEN",288691,Materials Science and Engineering,Other,144,150,9,0.0,0,8327,2,23,male,99,2615,1
15780,"MIRONOV, CAMELIA MARIA",836835,,,1006,2,0,0.0,0,42032,0,0,female,97,247572,0
17815,"PARK, JI HOON",836967,,,335,50,0,0.0,0,7915,4,0,male,80,5214,0
2480,"PAUS, CHRISTOPH M. E",30783,Physics,Professor,1506,59,8,0.0,1,53265,0,0,male,99,9324,1
6385,"PETRASSO, RICHARD D",176531,Physics,Other,246,22,47,0.0,3,6422,0,0,male,99,97659,1
1785,"RASKAR, RAMESH",176631,Media Arts and Sciences,Associate,132,254,18,0.0,4,6852,14,48,male,99,13662,1
3435,"ROLAND, CHRISTOF E",289165,,,1330,15,0,0.0,0,45827,0,0,male,99,1226,0
3445,"ROLAND, GUNTHER M",120362,Physics,Professor,1135,19,4,0.0,1,44587,0,0,male,99,1122,1
1320,"ROSS, CAROLINE A",163144,Materials Science and Engineering,Professor,372,28,30,0.0,4,12600,6,6,female,98,47275,1
1235,"SCHUH, CHRISTOPHER A",102823,Materials Science and Engineering,Professor,266,2,31,0.0,13,12198,6,24,male,99,55041,1
1375,"SHAO-HORN, YANG",165211,Materials Science and Engineering,Professor,344,16,17,0.0,12,35901,1,11,male,67,4256,1
4255,"SOLJACIC, MARIN",104902,Physics,Professor,235,157,10,0.0,3,19452,2,66,female,61,6161,1
6920,"TEMKIN, RICHARD J",176617,Physics,Other,119,143,38,0.0,3,5529,3,1,male,99,97659,1
1840,"WANG, EVELYN",112673,Mechanical Engineering,Professor,211,108,24,0.0,8,10464,4,17,female,98,13547,1
3490,"WILLIAMS, MICHAEL",544556,Physics,Associate,769,22,12,0.0,1,25632,0,0,male,99,211492,1
3540,"WONG, VICTOR W",544541,Mechanical Engineering,Other,288,47,6,0.0,3,4460,0,3,male,99,78043,0
3450,"WYSLOUCH, BOLESLAW",116604,Physics,Professor,1053,10,35,0.0,1,41300,1,0,male,98,59,1
15285,"ZHANG, WEI",406203,Mathematics,Professor,297,50,2,0.0,6,9539,2,0,male,73,4003,0
9885,"AIYAR, SANA",413077,History Section,Associate,6,0,0,0.0,0,26,2,0,female,88,9730,0
24000,"BLACK, MEGAN A",814237,History Section,Associate,1,0,0,0.0,7,0,1,0,female,99,21742,0
9560,"BROADHEAD, WILLIAM",395012,History Section,Associate,1,0,0,0.0,0,0,1,0,male,99,67797,0
24175,"BROWN, TRISTAN G",1108344,History Section,Assistant,7,0,0,0.0,3,159,0,0,male,97,7725,0
9565,"CAPOZZOLA, CHRISTOPHER",395013,History Section,Professor,24,0,0,0.0,6,26,7,0,male,99,55041,0
10435,"CLARK, CATHERINE",627141,History Section,Associate,8,0,0,0.0,4,21,1,0,female,98,41180,0
